title,location,coordinate
Royaltea - Trà Sữa Hồng Kông - Ngọc Khánh,"112 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026063, 105.817875"
Tiệm Thịt Nướng N&B,"95 Ngõ 112 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0256302, 105.8158567"
Yến Béo - Phở Trộn Gà & Miến Trộn,"102 D8 TT. Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.0229719, 105.8119628"
"Thịt Xiên Nướng, Sữa Đậu & Đồ Ăn Vặt - Láng Hạ","Ngõ 12 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.020361, 105.81733"
"Việt Dzung Hotpot - Lẩu Thái, Mì Indomie & Đồ Ăn Vặt - Kim Mã - Shop Online","Số 44 Ngõ 221 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0311027, 105.8230034"
Hằng Béo - Lẩu Hải Sản,"11B Trần Phú, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0302211, 105.8431213"
The Unicorn Pub 2A - Hàng Than,"2A Hàng Than, Quận Ba Đình, Hà Nội","21.04353628, 105.8470427"
Khai's Brothers,"26 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","21.030514, 105.835851"
Hollywood Restaurant - Lotte Center,"Tầng 6, Lotte Center, Đào Tấn, Quận Ba Đình, Hà Nội","21.031644, 105.8128966"
Hoa Quả Dầm - Công Viên Thủ Lệ,"Cổng Công Viên Thủ Lệ, Quận Ba Đình, Hà Nội","21.031403, 105.809276"
Vafood - Rượu Soju & Ăn Vặt Online,"27 Ngõ 432 Đội Cấn, Quận Ba Đình, Hà Nội","21.037734, 105.810918"
Seoul BBQ - Nguyễn Trường Tộ,"24 - 26 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.042104, 105.84658"
Cháo Trai - Đặng Dung,"8 Đặng Dung, Quận Ba Đình, Hà Nội","21.042822, 105.84145"
Tiệm Hạt Dẻ - Bánh Ngọt & Coffee,"20 Ngõ 13 Nguyễn Tri Phương, Quận Ba Đình, Hà Nội","21.032485, 105.840854"
Takoyaki Shin - Bánh Bạch Tuộc Nướng - Kim Mã,"503 Kim Mã, Quận Ba Đình, Hà Nội","21.030038, 105.812224"
Bún Chả - 479 Kim Mã,"Ngõ 479 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.03008, 105.813952"
Khao Thai - Tiệm Ăn Thái Lan - Cửa Bắc,"88 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.042073, 105.842571"
Miwa - Ẩm thực Nhật,"31 Láng Hạ, Quận Ba Đình, Hà Nội","21.019595, 105.817335"
Define Coffee & Bar,"541 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.029635, 105.810098"
Cộng Cà Phê - Vạn Phúc,"101 Vạn Phúc, Quận Ba Đình, Hà Nội","21.033387, 105.816101"
Quán Cây Tre - Lẩu Ếch & Phở Cuốn,"41B Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.048518, 105.840569"
Sữa Chua Bơ Dừa Cầu Đất Đà Lạt - Đội Cấn,"174 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0348754, 105.8248318"
Lẩu Cua Ngọc Hà,"6 Chợ Ngọc Hà, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0334566, 105.8311134"
Phở Hợp,"252 Thụy Khuê, Quận Ba Đình, Hà Nội","21.04347338, 105.818208"
Highway4 - Ẩm Thực Việt - Kim Mã,"575 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0294188, 105.8092923"
Phở Hoàn - Ngọc Khánh,"80 Ngọc Khánh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0275257, 105.8176923"
Kochan Takoyaki - Bánh Bạch Tuộc - Đào Tấn,"31 Đào Tấn, P. Cống Vị, Quận Ba Đình, Hà Nội","21.0327929, 105.8078066"
Soya Garden - Văn Cao,"127 Văn Cao, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.037794, 105.815412"
Phở Gà Ta Hải Anh - Ngũ Xã,"2 Ngũ Xã, Quận Ba Đình, Hà Nội","21.046178, 105.841629"
Bún Chị Béo - Giảng Võ,"Sân D5 TT Giảng Võ, P. Giàng Võ, Quận Ba Đình, Hà Nội","21.027206, 105.821598"
Long Phụng Royal - Đặng Dung,"2 Đặng Dung, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.043565, 105.841563"
Bánh Mì Doner Kebab - Đội Cấn,"299 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035548, 105.818273"
Kju Tea & Coffee,"18 Hàng Bún, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.042954, 105.845441"
Ốc 86 - Huỳnh Thúc Kháng,"2 Ngõ 16 Huỳnh Thúc Kháng, P. Thành Công, Quận Ba Đình, Hà Nội","21.019226, 105.81071"
Jardin de Lanh Coffee & Flower,"266 Đội Cấn, Quận Ba Đình, Hà Nội","21.036488, 105.816042"
"Bún Riêu, Bún Ốc - Kim Mã","Ngõ 166 Kim Mã, Quận Ba Đình, Hà Nội","21.032269, 105.825496"
Hương Ốc - Kim Mã,"111 Ngõ 166 Kim Mã , Quận Ba Đình, Hà Nội","21.032436, 105.825457"
Hana Bakery - Shop Online,"Ngõ 11 Thanh Niên, Quận Ba Đình, Hà Nội","21.043515, 105.836322"
Quán Hân - Chè Các Loại & Sữa Chua Nếp Cẩm,"Chợ Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.022546, 105.815123"
Ốc Quế Thọ - Hàng Than,"63 Hàng Than, Quận Ba Đình, Hà Nội","21.040593, 105.84755"
Tiến An - Sữa Ngô & Sữa Đậu Nành,"59 Nguyễn Công Hoan, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.027195, 105.815998"
Bà Hồng - Phở & Miến Trộn Gà Ta,"1/G6A Thành Công (Cuối Ngõ 14 Huỳnh Thúc Kháng), P. Thành Công, Quận Ba Đình, Hà Nội","21.020126, 105.811978"
Ơ Kìa Quán - Lẩu & Nhậu Các Món,"28 Phạm Hồng Thái, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.043307, 105.845982"
Bánh Mì Sài Gòn,"160 Quán Thánh, Quận Ba Đình, Hà Nội","21.04282502, 105.8402862"
KayTea - Trúc Bạch,"93 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.0458836, 105.8420613"
Quất Cafe - Trấn Vũ,"102 Trấn Vũ, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0432869, 105.84087"
Thắng Ốc - Ốc & Ăn Vặt,"151 Ngõ 192 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.031922, 105.824956"
"Bà Thoa - Xôi, Bánh Bao & Bánh Chưng Rán","40 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.022833, 105.816125"
Bromance & Beer,"15 Trúc Bạch, Quận Ba Đình, Hà Nội","21.0490216, 105.8396395"
Highway Coffee - Giảng Võ,"1 Ngõ 140 Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.027389, 105.824143"
F Club Hanoi,"67Y Phó Đức Chính, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.04437486, 105.8460751"
Vinci - Pizza & Grill,"100 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội","21.036122, 105.810515"
Trà Sữa Sharetea - Đào Tấn,"91 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0329749, 105.8071"
Red River - Chinese Restaurant - Lotte Hotels & Resorts Hanoi,"Tầng 36 - 37, Lotte Center, 54 Liễu Giai, Quận Ba Đình, Hà Nội","21.03148227, 105.8131171"
Trường Giang - Bánh Ngọt Paris,"240 Đội Cấn, Quận Ba Đình, Hà Nội","21.035463, 105.818232"
Fruity Fact - Phạm Huy Thông,"8 Phạm Huy Thông, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0288884, 105.8111472"
Dê Núi 269,"269A Kim Mã, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0308423, 105.8209874"
Mực Bentô - Shop Online,"50 Ngõ 112 Ngọc Khánh, Quận Ba Đình, Hà Nội","21.02579, 105.816793"
G8 Sushi & Sashimi,"152 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02574, 105.8182958"
Hải Hà Kotobuki Bakery - Quán Thánh,"2 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.040363, 105.847372"
Góc Quán - Lẩu & Buffet Hải Sản,"236 Kim Mã, P. Kim Mã, Quận Ba Đình, Hà Nội","21.0318897, 105.8241819"
Xiên Que - Trường THCS Phan Chu Trinh,"24 Nguyễn Công Hoan, Quận Ba Đình, Hà Nội","21.027452, 105.814467"
3Fresh Gỏi Cuốn Ba Miền - Gỏi Cuốn Sườn Cơm - Kim Mã,"617 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0292368, 105.8083438"
Bún Mọc Dọc Mùng,"10 Phạm Huy Thông, Quận Ba Đình, Hà Nội","21.0279535, 105.8100298"
Sữa Xay Nguyên Xác - Vạn Bảo,"17 Vạn Bảo, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.03546, 105.817818"
Lẩu Fa,"254 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.04307, 105.81451"
Bánh Mì Doner Kebab Hiền Linh,"120 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034854, 105.825379"
Lẩu Ếch Dũng Còi - Phó Đức Chính,"112 Phó Đức Chính, Quận Ba Đình, Hà Nội","21.046911, 105.842533"
Bún Thịt Nướng & Bún Chả - Núi Trúc,"Ngõ 20B Núi Trúc, Quận Ba Đình, Hà Nội","21.028834, 105.823209"
"Cô Yến - Bánh Chuối, Bánh Khoai & Bánh Rán","Ngõ 166 Kim Mã, Quận Ba Đình, Hà Nội","21.032062, 105.825727"
Anh Ngọc - Lẩu Ếch,"565 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.045834, 105.8113"
Chén - Chè Bưởi An Giang - Shop Online,"150B Ngọc Hà, Quận Ba Đình, Hà Nội","21.037057, 105.831201"
Nga Thoan - Bánh Đa Trộn & Miến Trộn,"A4, TT. Thành Công, Quận Ba Đình, Hà Nội","21.02098398, 105.8136519"
Nga Nộm - Thành Công,"B7 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.02278, 105.813843"
Nướng Ngon Ngon - Vạn Phúc,"46 Liễu Giai, Quận Ba Đình, Hà Nội","21.033801, 105.813583"
Mì Cay Hàn Quốc - Shop Online,"Liễu Giai, Quận Ba Đình, Hà Nội","21.033653, 105.813867"
Bánh Bao Homemade - Shop Online,"23 Nguyễn Khắc Hiếu, Quận Ba Đình, Hà Nội","21.046265, 105.841105"
Cồ Luân - Phở Bò Gia Truyền,"116B2A Tập Thể Thành Công, Quận Ba Đình, Hà Nội","21.02122371, 105.8140445"
Chị Hường - Bánh Đa Cua & Bún Ốc,"106C2 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.022923, 105.815612"
Bún Ốc Bà Nhàn - Kim Mã,"15 Ngõ 629/22 Kim Mã, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.028621, 105.807969"
Tiệm Ăn Tí Hon - Chè & Sandwich Phô Mai - Văn Cao,"186 Ngõ 33 Văn Cao, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.041249, 105.81671"
Cây Liễu Cafe - Trần Huy Liệu,"Ngã tư Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0270534, 105.822989"
Fresh Garden Bakery - Núi Trúc,"109 Núi Trúc, Quận Ba Đình, Hà Nội","21.02876967, 105.8239673"
Nightshift Cocktail & Wine Bar,"68 Yên Ninh, P. Nguyễn Trung Trực, Quận Ba Đình, Hà Nội","21.042264, 105.844049"
Daan Chefs - Pizza Nướng Củi,"281C Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035391, 105.819549"
Majesty Restaurant - Dolce Hanoi Golden Lake,"Dolce Hanoi Golden Lake, B7 Giảng Võ, Quận Ba Đình, Hà Nội","21.029267, 105.821183"
Cà Phê Nhà Kho,"Ngõ 599 Đê La Thành, Quận Ba Đình, Hà Nội","21.023731, 105.816981"
Teacups - Trà & Bánh Ngọt,"43 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0428281, 105.8399052"
Kim Anh Bakery,"101B5 Thành Công, Quận Ba Đình, Hà Nội","21.02158111, 105.8142655"
Bánh Mì Que Bảo Lam - Giang Văn Minh,"36 Giang Văn Minh, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.033353, 105.827781"
Ăn Vặt Khu Phố Cửa Bắc,"Cửa Bắc, Quận Ba Đình, Hà Nội","21.041562, 105.842288"
Lẩu Ếch Thắng Béo - Phạm Hồng Thái,"34B Phạm Hồng Thái, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.043706, 105.844903"
Ăn Vặt Bốn Mùa - Đội Cấn,"Ngõ 285 Đội Cấn, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.035853, 105.818725"
Chè Các Món - Trần Tế Xương,"7 Trần Tế Xương, Quận Ba Đình, Hà Nội","21.04538, 105.840926"
Lươn Các Món - Vĩnh Phúc,"Nhà E3 Khu 7,2Ha, Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.0434718, 105.8087619"
Café Promenade - Hanoi Daewoo Hotel,"Tầng 1, Hanoi Daewoo Hotel, 360 Kim Mã, Quận Ba Đình, Hà Nội","21.030654, 105.812266"
Korean BBQ - Nướng Lẩu Hàn Quốc - Đội Cấn,"275 Đội Cấn, Quận Ba Đình, Hà Nội","21.035353, 105.820717"
GAON - Korean BBQ House,"L3-02-03 Vincom Metropolis, 29 Liễu Giai, Quận Ba Đình, Hà Nội","21.031035, 105.813632"
Lẩu Tinders - Kim Mã Thượng,"33 Kim Mã Thượng, Quận Ba Đình, Hà Nội","21.03594, 105.81285"
Golden Lake Palace - Dolce Hanoi Golden Lake,"Dolce Hanoi Golden Lake, B7 Giảng Võ, Quận Ba Đình, Hà Nội","21.029267, 105.821183"
Kamaboko - Nước Ép Trái Cây Nguyên Chất,"743 Đê La Thành, P. Thành Công, Quận Ba Đình, Hà Nội","21.024547, 105.812502"
Vạn Lộc - Hải Sản Tươi Sống,"14 Văn Cao, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.041739, 105.816227"
Lẩu Ốc Hải Sản 18+ - Đê La Thành,"645 La Thành, P. Thành Công, Quận Ba Đình, Hà Nội, Quận Ba Đình, Hà Nội","21.0244544, 105.8145697"
Bia Hơi Ụ Pháo - Trấn Vũ,"1 Trấn Vũ, Quận Ba Đình, Hà Nội","21.043902, 105.836556"
Bếp Ăn Healthy - Bánh Mì Bánh Hạt Eatclean Handmade,"107 Ngõ 6A Thành Công, P. Thành Công (Thông Ngõ 12 Láng Hạ), Quận Ba Đình, Hà Nội","21.0211363, 105.8163216"
Season BBQ - TTTM D2 Giảng Võ,"Tầng 2, TTTM D2, 2D Giảng Võ, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.025991, 105.822275"
Câu Lạc Bộ 23 - Cà Phê - Cao Bá Quát,"23 Cao Bá Quát, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0303632, 105.8390558"
Tiger Sugar Fruit & Tea - Cửa Bắc - RVD,"88 Cửa Bắc, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.0422052, 105.8423089"
Chè Lan Anh,"47 Quán Thánh, Quận Ba Đình, Hà Nội","21.042109, 105.843927"
Chè Sầu - Quán Thánh,"106 Quán Thánh, Quận Ba Đình, Hà Nội","21.042297, 105.843595"
Tonpei - Ẩm Thực Nhật Bản,"36 Linh Lang, Quận Ba Đình, Hà Nội","21.03629147, 105.8105251"
"Bánh Cuốn Nóng, Bún Chả & Gà Tần - Thành Công","10A Thành Công, Quận Ba Đình, Hà Nội","21.0210228, 105.8153826"
Duy Mập - Phở Cuốn Chiên Phồng & Cơm Rang,"102 G2 Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.044492, 105.810241"
Nhà Bim - Mì trộn indomie - Đê La Thành - Shop Online,"817 Đê La Thành, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.0253045, 105.8108761"
Tào Phớ - Ngọc Hà,"129 Ngõ 158 Ngọc Hà, P. Ngọc Hà, Quận Ba Đình, Hà Nội","21.038273, 105.829465"
Bún Sườn Mọc Thịt - Láng Hạ,"Ngõ 12 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.02023, 105.817387"
Nhà Hàng Nhật Bản Hana - 111 Vạn Phúc,"111 Vạn Phúc, P. Liễu Giai, Quận Ba Đình, Hà Nội","21.0337143, 105.8147181"
Sinh Tố & Nước Ép Hoa Quả,"46 Ngõ Núi Trúc, Núi Trúc, Quận Ba Đình, Hà Nội","21.03018669, 105.8238017"
Miến Lươn Hồng Anh - Núi Trúc,"36 Ngõ 12 Núi Trúc, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02835689, 105.8227184"
Sồi Đỏ - Pizza & Pasta - Phó Đức Chính,"144 Phó Đức Chính, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.045819, 105.843145"
Ấy Coffee & Lounge - Hàng Bún,"63 Hàng Bún, Quận Ba Đình, Hà Nội","21.04062, 105.844193"
Hutong - Hot Pot Paradise - Giảng Võ,"Tầng 1, C7 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.027221, 105.822236"
Cơm Đảo Thanh Chè - Trần Huy Liệu,"123 A6 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.02973, 105.819738"
iSalad+ - Nguyễn Chí Thanh,"Ngõ 29 Nguyễn Chí Thanh (Vào Ngõ Rẽ Phải Nhà Thứ 5), Quận Ba Đình, Hà Nội","21.02884, 105.813109"
Aha Cafe - Trần Huy Liệu,"101C6 Trần Huy Liệu, Quận Ba Đình, Hà Nội","21.027131, 105.822544"
Sữa Chua Trân Châu Hạ Long - Nguyễn Chí Thanh,"45E Nguyễn Chí Thanh, Quận Ba Đình, Hà Nội","21.02267, 105.80962"
Emperor - Japanese Cuisine,"Tầng 2 Khách Sạn Fortuna, 6B Láng Hạ, Quận Ba Đình, Hà Nội","21.02146, 105.818038"
Phở Bún Miến - Hàng Bún,"33 Hàng Bún, Quận Ba Đình, Hà Nội","21.042385, 105.845325"
The Adelaide - Tiệm Bánh Online,"4 Ngõ 6 Đội Nhân, P. Vĩnh Phúc, Quận Ba Đình, Hà Nội","21.04147, 105.811407"
Bắc Việt Phố - Hải Sản Tươi Ngon,"1A Nguyễn Tri Phương, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.040261, 105.84235"
O Dung - Bún Bò Huế,"3 Ngõ 81 Linh Lang, Quận Ba Đình, Hà Nội","21.0334381, 105.8100034"
Bún Đậu & Bún Chả - Láng Hạ,"Ngõ 87 Láng Hạ, P. Thành Công, Quận Ba Đình, Hà Nội","21.016988, 105.81666"
Cơm Tấm Sườn To - Kim Mã,"22 Kim Mã, Quận Ba Đình, Hà Nội","21.032548, 105.828605"
Kamon - Ẩm Thực Nhật,"104 Vạn Phúc, Quận Ba Đình, Hà Nội","21.033558, 105.815624"
The Barrel - Liễu Giai,"Tầng 1 & 2, 6 Ngõ 19 Liễu Giai, Quận Ba Đình, Hà Nội","21.034741, 105.815101"
Liên Food - Cơm Văn Phòng & Mì Trộn Indomie Online,"Số 34 Ngõ 10 Láng Hạ ,P. Thành Công, Quận Ba Đình, Hà Nội","21.0213126, 105.8177053"
Drink Up - Cold Pressed Juice & Healthy Drinks - Trúc Bạch,"37 Trúc Bạch, P. Trúc Bạch, Quận Ba Đình, Hà Nội","21.04846, 105.840471"
Bếp Nhà Chúm - Chân Gà Xả Tắc - Đội Cấn,"151B Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0349231, 105.8266044"
"Mì Vằn Thắn, Sủi Cảo Tôm","102 Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0317476, 105.8319305"
Reiwa Japanese Restaurant,"74 Phan Kế Bính, P. Cống Vị, Quận Ba Đình, Hà Nội","21.03553092, 105.8096568"
Detox Water Bar+ - Shop Online,"3 Ngách 31 Ngõ 189, Hoàng Hoa Thám , Quận Ba Đình, Hà Nội","21.042132, 105.820207"
Tropic Tea - Trà Chanh & Trà Sữa - Trần Huy Liệu,"101 C5 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.026861, 105.822601"
Tiệm Trà Chanh Layla - Đào Tấn,"98 Đào Tấn, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.033729, 105.80628"
Món Ngon Nhà Báo - Chim Cút Quay - 158 Quán Thánh,"158 Quán Thánh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.04291188, 105.8403514"
Tầng Trệt Cosmo,"10 Khúc Hạo, Quận Ba Đình, Hà Nội","21.03193541, 105.8372399"
J.uan Sweet Bakery - Shop Online,"Đầu Ngõ 28 Nguyễn Thái Học, P. Điện Biên, Quận Ba Đình, Hà Nội","21.029285, 105.840237"
Bánh Đa Trộn - Nguyên Hồng,"Ngõ 26 Nguyên Hồng, Quận Ba Đình, Hà Nội","21.0238131, 105.8095268"
"Tổ - Koffie, Thee & Honey","8 Ngõ 81 Linh Lang, P. Cống Vị, Quận Ba Đình, Hà Nội","21.033264, 105.810443"
Phở Gà Ta - Đội Cấn,"154 Đội Cấn, Quận Ba Đình, Hà Nội","21.0348151, 105.8256394"
Quà Hà Thành - Chè & Đồ Ăn Vặt,"46 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.034457, 105.830336"
Kuan Restaurant - Vạn Phúc,"105 Vạn Phúc, Quận Ba Đình, Hà Nội","21.0335176, 105.8155489"
Tùng Ly Hải Sản,"62 Thành Công , Quận Ba Đình, Hà Nội","21.023353, 105.816032"
Phở Bò 2 - Ngũ Xá,"2 Ngũ Xã, Quận Ba Đình, Hà Nội","21.046178, 105.841629"
CHUM Kaphê,"81 Yên Ninh, P. Quán Thánh, Quận Ba Đình, Hà Nội","21.041829, 105.843787"
Trà Sữa Thái Lan & Sữa Tuơi Chiên Xù - Thành Công,"101D1 Thành Công, Quận Ba Đình, Hà Nội","21.02350331, 105.8134474"
Chủ Động Cà Phê,"31 Ngõ 279 Giảng Võ, Quận Ba Đình, Hà Nội","21.024673, 105.82142"
Le Rêveur,"114 Ngọc Hà, Quận Ba Đình, Hà Nội","21.037609, 105.830972"
Bếp Chị Mập - Bún Bò Nam Bộ - Shop Online,"66 Văn Cao, Liễu Giai, Quận Ba Đình, Hà Nội","21.03886, 105.816767"
Dê Ré Song Dương - Liễu Giai,"13 Liễu Giai, Quận Ba Đình, Hà Nội","21.034843, 105.814343"
Phở Lân - Ông Ích Khiêm,"26 Ông Ích Khiêm, P. Điện Biên, Quận Ba Đình, Hà Nội","21.0334998, 105.833521"
Hải Mán - Lợn Mường Hòa Bình,"100 A5 TT Giảng Võ, Quận Ba Đình, Hà Nội","21.03073684, 105.8195236"
Trứng Coffee,"23 Nguyễn Biểu, Quận Ba Đình, Hà Nội","21.041737, 105.8401562"
Bánh Mì 10+,"28 Phan Kế Bính, P. Cống Vị , Quận Ba Đình, Hà Nội","21.034596, 105.811541"
Buffet Nướng Brazil - Nguyễn Trường Tộ,"Tầng 4 - 5, 24 - 26 Nguyễn Trường Tộ, Quận Ba Đình, Hà Nội","21.042459, 105.844888"
9Life Buffet - Hotpot & BBQ - Giang Văn Minh,"32 Giang Văn Minh, Quận Ba Đình, Hà Nội","21.033513, 105.82719"
Yi He Kao Nai - Trà Sữa Nướng Vân Nam - Giảng Võ,"126D Giảng Võ, P. Kim Mã, Quận Ba Đình, Hà Nội","21.02973, 105.827507"
Trà Chanh Bụi Phố - Hồ Giảng Võ,"102 B1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.030147, 105.8199"
Cháo Sườn & Cháo Trai - Thành Công,"C13 Thành Công, P. Thành Công, Quận Ba Đình, Hà Nội","21.022595, 105.815749"
Tracce Tea And Coffee Shop,"P 312, TT. N4, Ngõ 34 Vạn Bảo, Quận Ba Đình, Hà Nội","21.034147, 105.816759"
Bún Cá Chấm - Ngọc Khánh,"Phòng 104 Tập Thể Viện Mác-Lê, Ngõ 84 Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0268897, 105.8157605"
Minh Thúy - Hải Sản Tươi Sống,"52 Giang Văn Minh , Quận Ba Đình, Hà Nội","21.034199, 105.827372"
"Bà Hợp - Bánh Cuốn, Bún Chả & Gà Tần","160 Đội Cấn, P. Đội Cấn, Quận Ba Đình, Hà Nội","21.0346702, 105.8258686"
Tuyết Nhung - Cơm Gà Phú Yên - Trần Huy Liệu,"103D1 Trần Huy Liệu, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.0268891, 105.8224896"
Hanayuki - Nhà Hàng Hoa Tuyết,"15 Đào Tấn, Quận Ba Đình, Hà Nội","21.032567, 105.809079"
Bếp Bi - Mì Trộn Indomie - Shop Online,"1 Ngõ 528 La Thành, P. Giảng Võ, Quận Ba Đình, Hà Nội","21.023528, 105.819453"
Hiền Minh Tea - Trà Sen Ướp Gạo,"78 Ngõ 189 Hoàng Hoa Thám, Quận Ba Đình, Hà Nội","21.040586, 105.820006"
Lẩu Nấm Gia Bách,"102 H2 Thành Công, Quận Ba Đình, Hà Nội","21.020313, 105.815905"
Jen Cafe & Juice,"31 Ngõ 135 Đội Cấn, Quận Ba Đình, Hà Nội","21.035942, 105.828133"
Aha Cafe - Nguyễn Chí Thanh,"31 Nguyễn Chí Thanh, P. Ngọc Khánh, Quận Ba Đình, Hà Nội","21.02804, 105.812586"
